gene,TSS,end,start,UTR_length,utr_counts,sample
motA,3954604,3954604,3954278,326,142,utRho09
mpaA,2781278,2781278,2781196,82,26,utRho09
mpl,8911456,8911570,8911456,114,0,utRho09
mppA,2786108,2786454,2786108,346,0,utRho09
mprA,5621494,5621540,5621494,46,636,utRho09
mqo,4613848,4613848,4613508,340,150,utRho09
mqsA,6336742,6336742,6336492,250,124,utRho09
mqsR,6337306,6337306,6337088,218,60,utRho09
mraZ,179192,179268,179192,76,2,utRho09
mrcA,7045652,7045742,7045652,90,2,utRho09
mrcB,329442,329460,329442,18,0,utRho09
mreB,13605424,13605424,13604348,1076,3164,utRho09
mreD,6798166,6798166,6797750,416,402,utRho09
mrp,4388360,4388360,4388336,24,2,utRho09
mscK,972984,973072,972984,88,2,utRho09
mscL,6876002,6876048,6876002,46,50,utRho09
mscS,6139742,6139742,6139614,128,108,utRho09
msrA,8884522,8884522,8884352,170,224,utRho09
msrB,3725168,3725168,3724858,310,0,utRho09
msyB,2228426,2228426,2228362,64,80,utRho09
mtfA,4087236,4087302,4087236,66,2386,utRho09
mtgA,6699662,6699662,6699618,44,64,utRho09
mtlA,30177504,30178248,30177504,744,256,utRho09
mtn,358366,358366,358306,60,44,utRho09
mtr,6611864,6611864,6611634,230,42,utRho09
mug,6430992,6430992,6430946,46,4,utRho09
murQ,5091466,5091546,5091466,80,62,utRho09
murR,5091586,5091586,5091218,368,128,utRho09
mutH,5939164,5939324,5939164,160,64,utRho09
mutL,8794092,8794824,8794092,732,750,utRho09
mutM,7622554,7622554,7622304,250,1258,utRho09
mutS,5714038,5714186,5714038,148,1116,utRho09
mutY,18617466,18618078,18617466,612,6,utRho09
nac,4123956,4123956,4123866,90,2,utRho09
nadA,1564122,1564170,1564122,48,0,utRho09
nadB,5420714,5420840,5420714,126,0,utRho09
nadC,237326,237326,237290,36,0,utRho09
nadE,3644604,3644916,3644604,312,38,utRho09
nadK,5501526,5501662,5501526,136,116,utRho09
nagA,1406350,1406350,1405502,848,4436,utRho09
nagB,1407416,1407416,1407222,194,36,utRho09
nagC,1404016,1404016,1403188,828,34,utRho09
nagE,1407680,1407888,1407680,208,6,utRho09
nagK,2357080,2357186,2357080,106,52,utRho09
nanA,6747240,6747240,6747152,88,72,utRho09
nanC,9079856,9079856,9079002,854,4,utRho09
nanR,6749406,6749406,6748978,428,166,utRho09
nanS,9075406,9075406,9075188,218,2,utRho09
napF,4607390,4607390,4606994,396,0,utRho09
narG,2559614,2559728,2559614,114,0,utRho09
narK,2555642,2555914,2555642,272,4,utRho09
narP,4580844,4581000,4580844,156,0,utRho09
narQ,5171154,5171462,5171154,308,30,utRho09
narU,3088326,3088326,3088120,206,0,utRho09
narW,3077374,3077374,3074618,2756,28,utRho09
narX,2555554,2555554,2555236,318,0,utRho09
narZ,3085380,3085380,3085180,200,0,utRho09
ndh,2331984,2332170,2331984,186,12,utRho09
ndk,5289920,5289920,5289728,192,74,utRho09
nemR,6904084,6904092,6904084,8,0,utRho09
nepI,7683542,7683542,7683478,64,84,utRho09
nfo,4501612,4501680,4501612,68,0,utRho09
nfsB,1210906,1210906,1210848,58,32,utRho09
nfuA,7090916,7091248,7090916,332,600,utRho09
nhaA,34634,34978,34634,344,32,utRho09
nhaB,2469534,2469534,2469434,100,8,utRho09
nhoA,3067926,3068048,3067926,122,2,utRho09
nikA,7226878,7227334,7226878,456,1924,utRho09
nikR,7237074,7237176,7237074,102,124,utRho09
nirB,6987974,6988022,6987974,48,36,utRho09
nlpA,7680034,7680034,7679986,48,0,utRho09
nlpC,3585654,3585654,3585462,192,38,utRho09
nlpD,5737658,5737658,5737506,152,18,utRho09
nlpI,6618080,6618080,6617848,232,108,utRho09
nmpC,1153740,1153740,1153650,90,0,utRho09
nohA,3273206,3273206,3272734,472,38,utRho09
norR,5664614,5664614,5664578,36,0,utRho09
norV,5664878,5664952,5664878,74,0,utRho09
nrdA,4689510,4689730,4689510,220,14846,utRho09
nrdD,8925676,8925676,8925320,356,1162,utRho09
nrdH,5601312,5601446,5601312,134,92,utRho09
nrdR,865954,866004,865954,50,110,utRho09
nrfA,8575342,8575528,8575342,186,0,utRho09
nsrR,8812088,8812380,8812088,292,1656,utRho09
nudB,3897348,3897348,3897264,84,34,utRho09
nudC,8393428,8393806,8393428,378,0,utRho09
nudE,7052658,7052658,7052298,360,734,utRho09
nudG,3682876,3682980,3682876,104,2,utRho09
nudI,4729050,4729108,4729050,58,0,utRho09
nudJ,2388874,2388874,2388576,298,544,utRho09
nuoA,4810670,4810670,4810144,526,7956,utRho09
nuoN,4783434,4783434,4783010,424,1214,utRho09
nupC,5026018,5026084,5026018,66,0,utRho09
nupG,6211302,6211428,6211302,126,0,utRho09
ogrK,4335096,4335096,4335040,56,0,utRho09
ogt,2800568,2800568,2800472,96,2,utRho09
ohsC,5401036,5401040,5401036,4,0,utRho09
ompA,2040382,2040382,2040106,276,29974,utRho09
ompC,4625774,4625774,4625498,276,16,utRho09
ompF,1974184,1974184,1973964,220,586,utRho09
ompL,8128958,8128958,8128590,368,10,utRho09
ompN,2874158,2874158,2873786,372,16,utRho09
ompR,7073510,7073510,7073168,342,128,utRho09
ompT,1171330,1171330,1171266,64,0,utRho09
ompW,2627982,2628040,2627982,58,2,utRho09
ompX,1700418,1700900,1700418,482,1214,utRho09
omrA,5952378,5952378,5952378,0,0,utRho09
omrB,5952770,5952770,5952770,0,0,utRho09
oppA,2602170,2602364,2602170,194,15344,utRho09
orn,8783168,8783208,8783168,40,0,utRho09
osmB,2686952,2686952,2686656,296,184,utRho09
osmC,3113192,3113250,3113192,58,116,utRho09
osmE,3644566,3644566,3644512,54,0,utRho09
osmF,4439046,4439046,4438962,84,812,utRho09
osmY,9222306,9222792,9222306,486,36,utRho09
otsA,3963302,3963302,3963224,78,0,utRho09
otsB,3964930,3964930,3964774,156,2,utRho09
oxc,4984288,4984288,4983900,388,44,utRho09
oxyR,8316914,8316980,8316914,66,4,utRho09
oxyS,8316788,8316788,8316788,0,0,utRho09
paaA,2907730,2907854,2907730,124,0,utRho09
paaX,2927018,2927078,2927018,60,0,utRho09
paaZ,2907340,2907340,2907284,56,0,utRho09
pabA,6981702,6981702,6981658,44,0,utRho09
pabB,3789256,3789610,3789256,354,34,utRho09
pabC,2306186,2306600,2306186,414,320,utRho09
pagP,1313052,1313114,1313052,62,0,utRho09
panB,299260,299260,299202,58,130,utRho09
panC,297840,297840,297590,250,386,utRho09
panD,293490,293490,293388,102,2,utRho09
panZ,7195656,7195968,7195656,312,58,utRho09
parC,6332060,6332060,6331946,114,170,utRho09
patA,6438916,6438988,6438916,72,0,utRho09
patD,3030830,3031156,3030830,326,0,utRho09
pbpC,5294986,5294986,5294650,336,2,utRho09
pbpG,4450132,4450132,4449740,392,130,utRho09
pck,7065358,7065636,7065358,278,4838,utRho09
pcnB,318782,318782,318252,530,360,utRho09
pdhR,244068,244184,244068,116,22,utRho09
pdxB,4875768,4875768,4875702,66,14,utRho09
pdxH,3436068,3436068,3436014,54,684,utRho09
pdxJ,5403626,5403626,5403458,168,82,utRho09
pdxK,5074638,5074638,5074474,164,0,utRho09
pepA,8972278,8972278,8971902,376,292,utRho09
pepD,511618,511618,511432,186,6138,utRho09
pepN,1981182,1981244,1981182,62,74,utRho09
pepQ,8062294,8062322,8062294,28,0,utRho09
pepT,2371646,2371688,2371646,42,6,utRho09
pfkA,8214948,8215104,8214948,156,328,utRho09
pfkB,3612646,3612740,3612646,94,0,utRho09
pflA,1902456,1902456,1902160,296,0,utRho09
pflB,1907850,1907850,1907108,742,658,utRho09
pflD,8287716,8287990,8287716,274,0,utRho09
pgaA,2185046,2185046,2184578,468,6,utRho09
pgi,8467444,8467516,8467444,72,2,utRho09
pgk,12291428,12291428,12290488,940,5264,utRho09
pgl,1597078,1597172,1597078,94,26,utRho09
pgpB,2678324,2678660,2678324,336,26,utRho09
pgpC,5397276,5397276,5397100,176,0,utRho09
pgrR,2783744,2783982,2783744,238,0,utRho09
pheL,5475158,5475198,5475158,40,2,utRho09
pheM,7197204,7197204,7197080,124,4,utRho09
pheP,1203858,1203918,1203858,60,0,utRho09
pheU,8725254,8725254,8725252,2,0,utRho09
pheV,6220730,6220732,6220730,2,0,utRho09
phnC,8650412,8650412,8650330,82,2,utRho09
phoA,803414,803494,803414,80,0,utRho09
phoB,834202,834284,834202,82,0,utRho09
phoE,520316,520316,520200,116,0,utRho09
phoH,2169730,2169984,2169730,254,2,utRho09
phoP,2381016,2381016,2380894,122,1260,utRho09
phoQ,2379880,2379880,2379552,328,980,utRho09
phoU,7815330,7815330,7815156,174,266,utRho09
phr,1478842,1479014,1478842,172,0,utRho09
pinE,2419054,2419370,2419054,316,0,utRho09
pinQ,3267168,3267244,3267168,76,2,utRho09
pinR,2867424,2867424,2867348,76,8,utRho09
pitA,7275224,7275284,7275224,60,0,utRho09
pitB,6272806,6272806,6272742,64,2,utRho09
pka,5439862,5439906,5439862,44,2,utRho09
plaP,4174476,4174476,4174124,352,2314,utRho09
pldA,8009628,8009724,8009628,96,2,utRho09
pldB,8018028,8018340,8018028,312,74,utRho09
plsB,8513196,8513196,8512932,264,270,utRho09
pmbA,8915890,8915918,8915890,28,4,utRho09
pmrD,4747148,4747148,4747076,72,0,utRho09
pncB,1980828,1980828,1980712,116,22,utRho09
pncC,5648788,5648788,5648692,96,0,utRho09
pnp,6622652,6622652,6622336,316,200,utRho09
pntA,3355950,3355950,3355806,144,0,utRho09
pntB,3353096,3353096,3352720,376,0,utRho09
polA,8093880,8093932,8093880,52,52,utRho09
polB,131606,131606,131560,46,0,utRho09
potD,2365700,2365700,2365658,42,4,utRho09
potE,1436688,1436688,1436530,158,0,utRho09
potF,1787268,1787568,1787268,300,54,utRho09
poxB,1822152,1822152,1822098,54,0,utRho09
ppa,8899372,8899372,8899304,68,62,utRho09
ppc,8306380,8306380,8306196,184,190,utRho09
ppdA,5928440,5928440,5928354,86,174,utRho09
ppdD,235410,235410,235098,312,28,utRho09
pphA,3846770,3846770,3845938,832,3340,utRho09
pphB,5719474,5719520,5719474,46,0,utRho09
ppiA,6984898,6984898,6984594,304,84,utRho09
ppiC,7919682,7919682,7919626,56,0,utRho09
ppiD,923638,923830,923638,192,1348,utRho09
ppk,5245748,5246088,5245748,340,300,utRho09
pppA,6228958,6228958,6228704,254,0,utRho09
ppsA,3574322,3574322,3574224,98,0,utRho09
ppsR,3574678,3574890,3574678,212,0,utRho09
pptA,3065716,3066104,3065716,388,42,utRho09
pqiA,2023318,2024002,2023318,684,168,utRho09
prc,3830054,3830054,3829632,422,34124,utRho09
preT,4467978,4468066,4467978,88,24,utRho09
prfC,9218688,9218828,9218688,140,534,utRho09
prkB,6968622,6968980,6968622,358,898,utRho09
prlC,7290476,7290476,7290364,112,54,utRho09
prlF,6553944,6554004,6553944,60,30,utRho09
proB,520432,520776,520432,344,22,utRho09
proC,811372,811372,811288,84,0,utRho09
proK,7417388,7417388,7417384,4,0,utRho09
proL,4572414,4572422,4572414,8,22,utRho09
proP,8660640,8661004,8660640,364,264,utRho09
proS,437674,437674,437550,124,528,utRho09
proV,5609126,5609630,5609126,504,48,utRho09
prpB,697292,697364,697292,72,0,utRho09
prpR,696942,696942,696886,56,0,utRho09
prs,2524354,2524354,2523750,604,82966,utRho09
psd,8781276,8781276,8780720,556,2574,utRho09
psiE,8480600,8480650,8480600,50,0,utRho09
pspA,2736076,2736158,2736076,82,0,utRho09
pspF,2736080,2736080,2735824,256,0,utRho09
pspG,8525632,8525680,8525632,48,2,utRho09
pssA,5445156,5445454,5445156,298,2464,utRho09
pstB,7817112,7817112,7816732,380,0,utRho09
pstC,7821084,7821084,7820796,288,0,utRho09
pstS,23469408,23469408,23469150,258,6,utRho09
psuG,4517114,4517114,4516734,380,270,utRho09
psuT,4514992,4514992,4514670,322,0,utRho09
pth,2517084,2517084,2517026,58,86,utRho09
ptrA,5918022,5918022,5917768,254,0,utRho09
ptrB,3857730,3857730,3857678,52,448,utRho09
ptsG,2315252,2315738,2315252,486,2756,utRho09
ptsH,5066996,5067528,5066996,532,4906,utRho09
purA,8809328,8809374,8809328,46,96,utRho09
purC,5195562,5195562,5195236,326,14,utRho09
purD,8411972,8411972,8411862,110,0,utRho09
purE,1106284,1106284,1106200,84,808,utRho09
purH,8415254,8415254,8415064,190,16,utRho09
purL,5391178,5391178,5391086,92,418,utRho09
purM,5242306,5242394,5242306,88,34,utRho09
purR,3475378,3475688,3475378,310,854,utRho09
purT,3861438,3861762,3861438,324,4,utRho09
purU,2577512,2577512,2577248,264,774,utRho09
putA,2157850,2157850,2157764,86,0,utRho09
putP,2158336,2158610,2158336,274,342,utRho09
puuA,2721936,2721936,2721816,120,0,utRho09
puuC,2725456,2725486,2725456,30,0,utRho09
puuD,2722104,2722240,2722104,136,0,utRho09
puuP,2718746,2718746,2718374,372,236,utRho09
pykA,3874988,3875298,3874988,310,570,utRho09
pykF,3510934,3511396,3510934,462,758,utRho09
pyrC,2245286,2245286,2245214,72,182,utRho09
pyrD,2009464,2009536,2009464,72,32,utRho09
pyrE,7631970,7631970,7631536,434,84,utRho09
pyrF,2683740,2683842,2683740,102,296,utRho09
pyrG,5819594,5819594,5819332,262,574,utRho09
pyrH,383624,383710,383624,86,2764,utRho09
pyrL,8945490,8945490,8945066,424,92,utRho09
qmcA,1031646,1031646,1031546,100,8,utRho09
qor,8528608,8528608,8528462,146,148,utRho09
qseB,6339502,6339656,6339502,154,6,utRho09
queA,849970,850022,849970,52,186,utRho09
queE,5811212,5811212,5810836,376,78,utRho09
queF,5850642,5850696,5850642,54,0,utRho09
queG,8788184,8788184,8788134,50,848,utRho09
racC,2835630,2835630,2835526,104,0,utRho09
racR,2840898,2840898,2840482,416,0,utRho09
raiA,5474208,5474308,5474208,100,16,utRho09
rarD,8008594,8008594,8008356,238,338,utRho09
ravA,7862256,7862256,7862186,70,34,utRho09
rayT,495088,495274,495088,186,12,utRho09
rbn,4763162,4763216,4763162,54,0,utRho09
rbsD,7866644,7866702,7866644,58,0,utRho09
rcnA,4371654,4371834,4371654,180,22,utRho09
rcnB,4373768,4373920,4373768,152,20,utRho09
rcnR,4371806,4371806,4371592,214,46,utRho09
rcsA,4047672,4047936,4047672,264,8,utRho09
rcsB,4631390,4632354,4631390,964,1208,utRho09
rcsC,4640162,4640162,4639656,506,318,utRho09
rcsD,4626904,4626976,4626904,72,188,utRho09
rdgB,6193240,6193362,6193240,122,832,utRho09
rdlA,2538646,2538646,2538646,0,0,utRho09
rdlB,2539712,2539716,2539712,4,0,utRho09
rdlC,2540782,2540786,2540782,4,0,utRho09
rdlD,7400272,7400272,7400272,0,0,utRho09
rdoA,8084782,8084830,8084782,48,0,utRho09
recA,11295276,11295276,11295076,200,732,utRho09
recC,5925014,5925014,5924856,158,62,utRho09
recF,7763722,7763722,7762442,1280,7538,utRho09
recN,5503518,5503590,5503518,72,0,utRho09
recQ,8011666,8011728,8011666,62,0,utRho09
relA,5828554,5828554,5827302,1252,552,utRho09
relB,3291806,3291806,3291744,62,0,utRho09
rem,3289950,3289950,3289804,146,0,utRho09
rep,7921294,7921354,7921294,60,48,utRho09
rfaD,7587730,7587974,7587730,244,216,utRho09
rfaE,6393852,6393852,6393506,346,56,utRho09
rfaH,8049930,8049930,8049642,288,396,utRho09
rfbX,4219436,4219436,4219168,268,3852,utRho09
rfe,7935600,7935832,7935600,232,78,utRho09
rhaB,8194944,8194944,8194896,48,0,utRho09
rhaD,8188770,8188770,8188544,226,0,utRho09
rhaS,8195422,8195472,8195422,50,0,utRho09
rhaT,8201132,8201132,8201050,82,0,utRho09
rhlE,1661566,1661744,1661566,178,298,utRho09
rhoL,47593944,47594772,47593944,828,70344,utRho09
rhsB,7238006,7238384,7238006,378,32,utRho09
rhsC,1458758,1459166,1458758,408,0,utRho09
rhsD,1046132,1046522,1046132,390,0,utRho09
rhtA,1700608,1700608,1700194,414,18,utRho09
rhtC,8015478,8015514,8015478,36,738,utRho09
ribA,2678468,2678468,2678320,148,26,utRho09
ribC,3486916,3486916,3486484,432,140,utRho09
ribE,869008,869294,869008,286,9460,utRho09
ribF,42766,42814,42766,48,36,utRho09
ridA,8941892,8941892,8941826,66,10,utRho09
rihA,1369204,1369204,1368824,380,254,utRho09
rihB,4510504,4510504,4510372,132,4,utRho09
rimJ,2251044,2251124,2251044,80,0,utRho09
rimK,1783752,1783934,1783752,182,346,utRho09
rimL,2997486,2997876,2997486,390,0,utRho09
rimO,1756140,1756140,1756070,70,34,utRho09
rimP,6636350,6636350,6636012,338,866,utRho09
rlmA,3814172,3814172,3814120,52,572,utRho09
rlmD,5830086,5830086,5830000,86,24,utRho09
rlmE,6655520,6655520,6655328,192,1060,utRho09
rlmF,1684384,1684664,1684384,280,2,utRho09
rlmG,6471784,6471784,6471750,34,0,utRho09
rlmI,2060002,2060002,2059938,64,0,utRho09
rlmJ,7290700,7290770,7290700,70,148,utRho09
rlmL,2015344,2015688,2015344,344,966,utRho09
rlpA,1330444,1330444,1330380,64,86,utRho09
rluA,120900,120900,120692,208,274,utRho09
rluF,8460324,8460708,8460324,384,0,utRho09
rmf,2031006,2031430,2031006,424,150,utRho09
rna,1290068,1290068,1290006,62,0,utRho09
rnb,2698258,2698258,2697824,434,3416,utRho09
rnc,10816892,10816892,10816252,640,8564,utRho09
rnd,3776122,3776122,3775982,140,342,utRho09
rne,2289746,2289746,2288734,1012,9796,utRho09
rnhA,472082,472082,472004,78,80,utRho09
rnk,1288360,1288360,1287934,426,114,utRho09
rnlA,5531788,5531836,5531788,48,14,utRho09
rnlB,5533414,5533968,5533414,554,736,utRho09
rnpB,19623552,19623552,19623552,0,0,utRho09
rob,9270706,9270706,9270620,86,22,utRho09
rodZ,5285868,5285868,5285688,180,126,utRho09
rpe,7030306,7030306,7030118,188,142,utRho09
rph,15266320,15266320,15266196,124,152,utRho09
rpiA,6118706,6118706,6118650,56,8,utRho09
rpiB,8626514,8626700,8626514,186,20,utRho09
rpiR,8626274,8626274,8625982,292,0,utRho09
rplJ,8359246,8359992,8359246,746,13608,utRho09
rplK,8356708,8356894,8356708,186,518,utRho09
rplM,6757344,6757344,6757302,42,12256,utRho09
rplN,6896444,6896444,6896298,146,12568,utRho09
rplS,5489284,5489284,5489060,224,27568,utRho09
rplT,7199052,7199052,7198996,56,2028,utRho09
rplU,6667036,6667036,6666902,134,140,utRho09
rplY,4564866,4565034,4564866,168,258,utRho09
rpmA,6666450,6666450,6666238,212,1410,utRho09
rpmB,15247980,15247980,15246696,1284,228356,utRho09
rpmE,8253816,8254026,8253816,210,954,utRho09
rpmF,2294676,2294734,2294676,58,86940,utRho09
rpmH,7768130,7768672,7768130,542,9972,utRho09
rpmI,3600854,3600854,3599998,856,13788,utRho09
rpoB,8362126,8362490,8362126,364,892,utRho09
rpoD,6424946,6426094,6424946,1148,23720,utRho09
rpoE,5420372,5420372,5420024,348,0,utRho09
rpoH,7202006,7202006,7201566,440,3438,utRho09
rpoN,6689324,6689434,6689324,110,70,utRho09
rpoS,5736236,5736236,5735102,1134,4072,utRho09
rpoZ,7644154,7644212,7644154,58,1234,utRho09
rppH,5937986,5937986,5937954,32,2,utRho09
rprA,3540744,3540744,3540744,0,0,utRho09
rpsA,1923434,1923990,1923434,556,271806,utRho09
rpsF,8850050,8850236,8850050,186,64310,utRho09
rpsI,6756580,6756580,6756414,166,20408,utRho09
rpsJ,6906884,6906884,6906540,344,15140,utRho09
rpsL,6949242,6949242,6949104,138,224,utRho09
rpsM,6885130,6885130,6884942,188,2294,utRho09
rpsO,13247144,13247144,13246736,408,1120,utRho09
rpsP,5492508,5492508,5492370,138,118,utRho09
rpsT,42420,42420,42156,264,862,utRho09
rpsU,12842584,12843124,12842584,540,4904,utRho09
rraA,8238716,8238716,8238660,56,302,utRho09
rraB,8956768,8956946,8956768,178,0,utRho09
rrsA,8070478,8071062,8070478,584,10266,utRho09
rrsB,16665468,16666636,16665468,1168,20920,utRho09
rrsC,7883032,7883616,7883032,584,12060,utRho09
rrsD,6858094,6858094,6857524,570,660,utRho09
rrsE,8415726,8416294,8415726,568,1930,utRho09
rrsG,5462896,5462896,5462314,582,8960,utRho09
rrsH,446970,447542,446970,572,2552,utRho09
rsd,8393908,8393908,8393616,292,0,utRho09
rseA,5419264,5419264,5418808,456,54,utRho09
rseP,392940,393092,392940,152,244,utRho09
rseX,4067298,4067298,4067298,0,0,utRho09
rsfS,1338144,1338144,1338072,72,440,utRho09
rsgA,8783132,8783132,8783018,114,0,utRho09
rsmA,105176,105176,104860,316,2732,utRho09
rsmB,6869982,6870414,6869982,432,450,utRho09
rsmC,9215736,9215736,9215400,336,588,utRho09
rsmD,7208594,7208786,7208594,192,2,utRho09
rsmE,6182036,6182268,6182036,232,104,utRho09
rsmG,7847512,7847512,7847360,152,506,utRho09
rsmH,180020,180188,180020,168,308,utRho09
rsmI,6587106,6587106,6586670,436,1216,utRho09
rssA,2578212,2578412,2578212,200,252,utRho09
rssB,2580440,2580484,2580440,44,54,utRho09
rstA,3364276,3364300,3364276,24,0,utRho09
rsuA,4561096,4561096,4560966,130,132,utRho09
rsxA,3411510,3411534,3411510,24,0,utRho09
rtcA,7114004,7114004,7113698,306,8,utRho09
rtcB,7116214,7116214,7116158,56,0,utRho09
rtn,4541356,4541452,4541356,96,0,utRho09
rutA,2148052,2148052,2148022,30,0,utRho09
rutG,2140090,2140090,2139678,412,0,utRho09
rutR,2148226,2148484,2148226,258,0,utRho09
ruvA,7784096,7784096,7783904,192,88,utRho09
ruvB,7782176,7782176,7781424,752,588,utRho09
ruvC,3894878,3894878,3894752,126,0,utRho09
rybB,1776114,1776114,1776114,0,0,utRho09
rydB,3529860,3529860,3529322,538,80,utRho09
rydC,2983012,2983012,2983012,0,0,utRho09
ryfA,5307398,5307710,5307398,312,0,utRho09
ryfD,5468590,5468590,5468590,0,0,utRho09
ryhB,7162032,7162032,7162032,0,0,utRho09
ryjA,8556132,8556132,8556132,0,0,utRho09
ryjB,9055954,9055954,9055954,0,0,utRho09
sad,3229598,3229598,3229406,192,30,utRho09
safA,3168056,3168056,3167918,138,6,utRho09
sanA,4465368,4465756,4465368,388,26,utRho09
sapF,2705314,2705314,2705268,46,36,utRho09
sbcB,4165456,4165512,4165456,56,0,utRho09
sbcC,831694,831694,831506,188,262,utRho09
sbcD,833954,833954,833904,50,4,utRho09
sbmA,793106,793278,793106,172,10,utRho09
sbmC,4162650,4162650,4162524,126,0,utRho09
sdaA,3793618,3793864,3793618,246,210,utRho09
sdaC,5856070,5856458,5856070,388,2002,utRho09
sdhC,1509916,1510354,1509916,438,63342,utRho09
sdhD,1510808,1511120,1510808,312,13390,utRho09
sdiA,3993834,3993834,3993664,170,108,utRho09
secE,8354354,8354716,8354354,362,4,utRho09
secG,6645180,6645180,6645010,170,868,utRho09
selA,7522594,7522594,7522498,96,284,utRho09
selB,7519850,7519850,7519722,128,344,utRho09
selC,7672396,7672444,7672396,48,22,utRho09
selD,3696058,3696058,3696016,42,3204,utRho09
seqA,1425884,1425974,1425884,90,1216,utRho09
serA,6117098,6117098,6116820,278,112,utRho09
serB,9249712,9249790,9249712,78,0,utRho09
serC,3830380,3830612,3830380,232,0,utRho09
serS,1878730,1878856,1878730,126,1658,utRho09
serT,2063438,2063438,2063424,14,0,utRho09
serU,4087124,4087124,4087114,10,226,utRho09
serV,5637394,5637394,5637290,104,0,utRho09
serW,1852014,1852014,1851942,72,310,utRho09
serX,2195352,2195352,2195304,48,0,utRho09
setB,4527426,4527726,4527426,300,2,utRho09
setC,7673488,7673906,7673488,418,30,utRho09
sfmA,1116124,1116424,1116124,300,0,utRho09
sfmC,1117606,1117948,1117606,342,0,utRho09
